departamento,municipio,codigo_departamental,codigo_municipal,solar_power_mean_norm,poblacion_expuesta_a_terremotos_norm,poblacion_expuesta_a_inundaciones_norm,poblacion_expuesta_a_ciclones_y_marejadas_norm,poblacion_expuesta_a_deslizamientos_norm,poblacion_afectada_por_sequia_norm,poblacion_expuesta_a_incendios_forestales_norm,capacidad_de_respuesta_norm,infraestructura_norm,iae_norm,solar_suitability_index
Santa Barbara,Proteccion,HN16,HN1616,0.24489046317605728,0.32000000000000006,0.09000000000000008,1.0,0.05999999999999994,1.0,0.6774193548387096,0.2795698924731182,0.6065573770491803,0.625696316262354,0.419960687356752
Francisco Morazan,Distrito Central,HN08,HN0801,0.35557592296720364,1.0,0.030000000000000027,1.0,0.30999999999999994,0.37,0.16129032258064513,0.2795698924731182,0.0,0.8864330637915544,0.41995079339617136
Ocotepeque,Fraternidad,HN14,HN1405,0.1859993971452606,0.36,0.13000000000000012,1.0,0.44999999999999996,0.5,0.22580645161290303,0.6451612903225806,0.6229508196721312,0.8113207547169812,0.41053339805265565
Atlantida,Tela,HN01,HN0107,0.29443559526609653,0.09000000000000008,0.040000000000000036,1.0,0.5700000000000001,1.0,0.5161290322580645,0.2795698924731182,0.3114754098360656,0.6673854447439354,0.41048478036027364
Copan,Santa Rita,HN04,HN0421,0.2562405781591691,0.32000000000000006,0.08000000000000007,1.0,0.050000000000000044,0.35,0.6451612903225807,0.6451612903225806,0.639344262295082,0.6967654986522911,0.4102629203859304
Copan,San Antonio,HN04,HN0415,0.05590625153326952,0.30000000000000004,0.27,1.0,0.06999999999999995,1.0,0.7419354838709677,0.6451612903225806,0.6721311475409836,0.7672057502246181,0.4100750713615916
Santa Barbara,Trinidad,HN16,HN1626,0.24511092866379044,0.32000000000000006,0.09000000000000008,1.0,0.21999999999999997,1.0,0.16129032258064513,0.2795698924731182,0.5409836065573771,0.7938903863432165,0.40893213830088065
Copan,Copan Ruinas,HN04,HN0404,0.20629174584160181,0.26,0.19000000000000006,1.0,0.040000000000000036,0.30999999999999994,0.5161290322580645,0.6451612903225806,0.7868852459016396,0.745372866127583,0.40565372869909583
Cortes,Choloma,HN05,HN0502,0.3188912463087483,0.010000000000000009,0.019999999999999907,1.0,0.45999999999999996,1.0,0.2580645161290319,0.4408602150537634,0.16393442622950813,0.8752021563342318,0.40305247618486595
Copan,El Paraiso,HN04,HN0409,0.03902191946156294,0.27,0.09000000000000008,1.0,0.18000000000000005,1.0,0.8064516129032259,0.6451612903225806,0.7868852459016396,0.6917340521114105,0.4017647629031746
Atlantida,La Ceiba,HN01,HN0101,0.12322616277051908,1.0,0.040000000000000036,1.0,0.51,1.0,0.0,0.4623655913978494,0.09836065573770494,0.883288409703504,0.398212343083695
Cortes,Omoa,HN05,HN0503,0.12409469612818017,0.15999999999999992,0.06999999999999995,1.0,0.44000000000000006,1.0,0.4193548387096774,0.6451612903225806,0.42622950819672134,0.8280323450134771,0.39107868380459254
Lempira,Gracias,HN13,HN1301,0.3251676604983793,0.15000000000000002,0.050000000000000044,1.0,0.030000000000000027,0.29000000000000004,0.38709677419354815,0.2795698924731182,0.5081967213114754,0.844115004492363,0.3814441548300854
Colon,Iriona,HN02,HN0203,0.1566673532266534,1.0,0.10999999999999999,0.09278350515463907,0.5,1.0,0.6774193548387096,0.2795698924731182,0.7540983606557377,0.08652291105121293,0.37788636702328054
El Paraiso,Trojes,HN07,HN0719,0.10897275999781918,1.0,0.030000000000000027,1.0,0.030000000000000027,0.29000000000000004,0.4838709677419355,0.2795698924731182,0.7049180327868854,0.3672955974842767,0.349972581714525
Cortes,San Pedro Sula,HN05,HN0501,0.109700466304651,0.0,0.0,1.0,0.3400000000000001,1.0,0.22580645161290303,0.0,0.016393442622950834,0.8814016172506739,0.2821230562907645
